chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_015948.1,WP_023843079.1,HAH_RS01140,HAH_0238,1215,220199,221413,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039244.1,HAH_RS01145,HAH_0239,528,221506,222033,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039245.1,HAH_RS01150,HAH_0240,627,222197,222823,+,protein_coding,hypothetical protein
NC_015943.1,NA,HAH_RS16220,HAH_4239,653,222256,222908,-,pseudogene,TrkA family potassium uptake protein
NC_015944.1,WP_044952818.1,HAH_RS18275,HAH_5198,957,222813,223769,+,protein_coding,succinylglutamate desuccinylase/aspartoacylase family protein
NC_015948.1,WP_023843080.1,HAH_RS01155,NA,561,222985,223545,+,protein_coding,hypothetical protein
NC_015943.1,WP_014030785.1,HAH_RS16225,HAH_4241,1455,223120,224574,+,protein_coding,APC family permease
NC_015948.1,WP_014039247.1,HAH_RS01160,HAH_0242,1140,223542,224681,+,protein_coding,LamG domain-containing protein
NC_015944.1,WP_014031187.1,HAH_RS18280,HAH_5199,1191,223908,225098,+,protein_coding,hypothetical protein
NC_015943.1,WP_014030786.1,HAH_RS16230,HAH_4242,654,224577,225230,+,protein_coding,TrkA family potassium uptake protein
NC_015948.1,WP_014039248.1,HAH_RS01165,HAH_0243,1146,224690,225835,-,protein_coding,signal peptidase I
NC_015944.1,WP_014031188.1,HAH_RS18285,HAH_5200,861,225177,226037,+,protein_coding,methylenetetrahydrofolate reductase
NC_015943.1,WP_014030787.1,HAH_RS16235,HAH_4243,732,225401,226132,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039249.1,HAH_RS01170,HAH_0244,414,226011,226424,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031189.1,HAH_RS18290,HAH_5201,1377,226332,227708,-,protein_coding,glycine cleavage system protein T
NC_015943.1,NA,HAH_RS16240,NA,1166,226368,227533,-,pseudogene,ISH3 family transposase
NC_015948.1,WP_014039250.1,HAH_RS01175,HAH_0245,309,226504,226812,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039251.1,HAH_RS01180,HAH_0246,180,226924,227103,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039252.1,HAH_RS01185,HAH_0247,333,227163,227495,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039253.1,HAH_RS01190,HAH_0248,870,227607,228476,+,protein_coding,hypothetical protein
NC_015943.1,WP_014030789.1,HAH_RS16245,HAH_4247,1173,227748,228920,-,protein_coding,Fic family protein
NC_015944.1,WP_014031190.1,HAH_RS18295,HAH_5202,498,227946,228443,-,protein_coding,dihydrofolate reductase
NC_015948.1,WP_023843081.1,HAH_RS01195,HAH_0249,228,228515,228742,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031191.1,HAH_RS20225,HAH_5203,276,228778,229053,+,protein_coding,hypothetical protein
NC_015948.1,NA,HAH_RS01200,HAH_0250,74,228941,229014,-,tRNA,tRNA-Lys
NC_015948.1,WP_014039255.1,HAH_RS01205,HAH_0251,678,229049,229726,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031192.1,HAH_RS18305,HAH_5204,654,229225,229878,-,protein_coding,helix-turn-helix domain-containing protein
NC_015943.1,WP_014030790.1,HAH_RS16255,HAH_4248,1674,229398,231071,+,protein_coding,transposase
NC_015948.1,WP_008311379.1,HAH_RS19815,HAH_0252,147,229855,230001,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039256.1,HAH_RS01210,HAH_0253,342,230273,230614,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031193.1,HAH_RS20075,HAH_5205,168,230287,230454,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031194.1,HAH_RS20230,HAH_5206,201,230588,230788,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039257.1,HAH_RS01215,HAH_0254,1764,230707,232470,+,protein_coding,ferredoxin--nitrite reductase
NC_015944.1,WP_014031195.1,HAH_RS18310,HAH_5207,861,230828,231688,-,protein_coding,carbon-nitrogen hydrolase family protein
NC_015943.1,WP_014030791.1,HAH_RS16260,HAH_4249,1023,231426,232448,+,protein_coding,site-specific integrase
NC_015944.1,WP_014031196.1,HAH_RS18315,HAH_5208,1239,231792,233030,-,protein_coding,MFS transporter
NC_015943.1,WP_233425877.1,HAH_RS19330,HAH_4250,222,232594,232815,-,protein_coding,hypothetical protein
NC_015948.1,NA,HAH_RS15120,HAH_0255,475,232798,233272,+,RNase_P_RNA,RNase P RNA component
NC_015943.1,WP_049891337.1,HAH_RS16265,HAH_4251,1170,232962,234131,+,protein_coding,ISH3 family transposase
NC_015948.1,WP_014039258.1,HAH_RS01220,HAH_0256,612,233334,233945,+,protein_coding,hypothetical protein
NC_015944.1,WP_228841606.1,HAH_RS19405,HAH_5209,237,233622,233858,-,protein_coding,aldehyde dehydrogenase family protein
NC_015948.1,WP_014039259.1,HAH_RS01225,HAH_0257,2061,233995,236055,+,protein_coding,excinuclease ABC subunit UvrB
NC_015944.1,WP_014031198.1,HAH_RS18325,HAH_5210,783,234037,234819,-,protein_coding,IclR family transcriptional regulator
NC_015943.1,WP_014030794.1,HAH_RS16270,HAH_4252,546,234267,234812,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030795.1,HAH_RS20085,HAH_4253,1155,234814,235968,-,protein_coding,hypothetical protein
NC_015944.1,WP_044952877.1,HAH_RS18330,HAH_5211,1098,235351,236448,+,protein_coding,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
NC_015948.1,WP_044951598.1,HAH_RS01230,HAH_0258,606,236233,236838,+,protein_coding,"precorrin-6Y C5,15-methyltransferase (decarboxylating) subunit CbiT"
NC_015943.1,WP_014030796.1,HAH_RS16280,HAH_4254,264,236243,236506,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031200.1,HAH_RS18335,HAH_5212,801,236450,237250,+,protein_coding,creatininase family protein
NC_015943.1,WP_158307641.1,HAH_RS16285,NA,312,236603,236914,-,protein_coding,colicin immunity domain-containing protein
NC_015948.1,WP_014039261.1,HAH_RS01235,HAH_0259,798,236835,237632,+,protein_coding,cobalt-factor II C(20)-methyltransferase
NC_015943.1,WP_014030797.1,HAH_RS20190,HAH_4255,330,236917,237246,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031201.1,HAH_RS18340,HAH_5213,1359,237306,238664,+,protein_coding,sugar ABC transporter substrate-binding protein
NC_015943.1,WP_014030798.1,HAH_RS20195,HAH_4256,630,237499,238128,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039262.1,HAH_RS01240,HAH_0260,903,237625,238527,+,protein_coding,SAM-dependent methyltransferase
NC_015943.1,WP_014030799.1,HAH_RS16300,HAH_4257,1116,238187,239302,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031202.1,HAH_RS18345,HAH_5214,939,238674,239612,+,protein_coding,sugar ABC transporter permease
NC_015948.1,WP_014039263.1,HAH_RS01245,HAH_0261,972,238891,239862,+,protein_coding,cobalt-precorrin 5A hydrolase
NC_015943.1,WP_174878668.1,HAH_RS20090,HAH_4258,1611,239305,240915,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031203.1,HAH_RS18350,HAH_5215,846,239609,240454,+,protein_coding,carbohydrate ABC transporter permease
NC_015948.1,WP_014039264.1,HAH_RS01250,HAH_0262,765,240021,240785,+,protein_coding,SDR family oxidoreductase
NC_015944.1,WP_014031204.1,HAH_RS18355,HAH_5216,1152,240495,241646,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039265.1,HAH_RS01255,HAH_0263,927,241006,241932,+,protein_coding,SAM-dependent methyltransferase
NC_015944.1,WP_014031205.1,HAH_RS18360,HAH_5217,1170,241691,242860,+,protein_coding,mandelate racemase/muconate lactonizing enzyme family protein
NC_015948.1,WP_014039266.1,HAH_RS01260,HAH_0264,1080,241935,243014,+,protein_coding,precorrin-3B C(17)-methyltransferase
NC_015943.1,NA,HAH_RS16320,HAH_4261,411,242386,242796,-,pseudogene,IS1595 family transposase
NC_015944.1,WP_044952820.1,HAH_RS18365,HAH_5218,843,242910,243752,+,protein_coding,SDR family oxidoreductase
NC_015948.1,WP_014039267.1,HAH_RS01265,HAH_0265,276,243014,243289,+,protein_coding,ferredoxin
NC_015943.1,NA,HAH_RS16325,HAH_4262,1173,243088,244260,-,pseudogene,ISH3 family transposase
NC_015948.1,WP_011224564.1,HAH_RS01270,HAH_0266,660,243286,243945,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031207.1,HAH_RS18370,HAH_5219,375,243763,244137,+,protein_coding,Rid family detoxifying hydrolase
NC_015948.1,WP_014039268.1,HAH_RS01275,HAH_0267,1224,243942,245165,+,protein_coding,"NAD(P)H-dependent oxidoreductase subunit E"
NC_015944.1,WP_044952822.1,HAH_RS18375,HAH_5220,639,244139,244777,+,protein_coding,HAD-IB family phosphatase
NC_015943.1,WP_014030805.1,HAH_RS16330,HAH_4263,744,244355,245098,-,protein_coding,hypothetical protein
NC_015943.1,WP_079891644.1,HAH_RS16335,HAH_4264,5106,245095,250200,-,protein_coding,VWA domain-containing protein
NC_015944.1,WP_014031209.1,HAH_RS18380,HAH_5221,933,245101,246033,+,protein_coding,DMT family transporter
NC_015948.1,WP_014039269.1,HAH_RS01280,HAH_0268,372,245192,245563,+,protein_coding,DUF3209 family protein
NC_015948.1,WP_014039270.1,HAH_RS01285,HAH_0269,1272,245556,246827,+,protein_coding,PQQ-binding-like beta-propeller repeat protein
NC_015944.1,WP_014031210.1,HAH_RS18385,HAH_5222,1305,246394,247698,+,protein_coding,dicarboxylate/amino acid:cation symporter
NC_015948.1,WP_014039271.1,HAH_RS01290,HAH_0270,669,246977,247645,+,protein_coding,Rnase Y domain-containing protein
NC_015948.1,WP_014039272.1,HAH_RS01295,HAH_0271,714,247658,248371,-,protein_coding,CbtA family protein
NC_015944.1,WP_014031211.1,HAH_RS18390,HAH_5223,864,247901,248764,-,protein_coding,serine O-acetyltransferase
NC_015948.1,WP_014039273.1,HAH_RS01300,HAH_0272,207,248371,248577,-,protein_coding,CbtB-domain containing protein
NC_015948.1,WP_014039274.1,HAH_RS01305,HAH_0273,2163,248647,250809,-,protein_coding,VWA domain-containing protein
NC_015944.1,WP_008312239.1,HAH_RS18395,HAH_5224,201,248916,249116,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031212.1,HAH_RS18400,HAH_5225,894,249159,250052,-,protein_coding,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
NC_015943.1,WP_014030807.1,HAH_RS16340,HAH_4265,837,250346,251182,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031213.1,HAH_RS18405,HAH_5226,1512,250370,251881,+,protein_coding,"aminodeoxychorismate synthase, component I"
NC_015948.1,WP_014039275.1,HAH_RS01310,HAH_0274,3897,250845,254741,+,protein_coding,cobaltochelatase subunit CobN
NC_015943.1,WP_014030808.1,HAH_RS16345,HAH_4266,1023,251275,252297,-,protein_coding,site-specific integrase
NC_015944.1,WP_014031214.1,HAH_RS18410,HAH_5227,573,251878,252450,+,protein_coding,aminodeoxychorismate/anthranilate synthase component II
NC_015944.1,WP_014031215.1,HAH_RS18415,HAH_5228,1857,252469,254325,-,protein_coding,BCCT family transporter
NC_015943.1,WP_014030790.1,HAH_RS16350,HAH_4267,1674,252652,254325,-,protein_coding,transposase
NC_015944.1,WP_014031216.1,HAH_RS18420,HAH_5229,1251,254428,255678,-,protein_coding,"NAD-binding protein"
NC_015948.1,WP_014039276.1,HAH_RS01315,HAH_0275,732,254731,255462,+,protein_coding,precorrin-8X methylmutase
NC_015943.1,WP_014030789.1,HAH_RS16360,HAH_4268,1173,254803,255975,+,protein_coding,Fic family protein
NC_015948.1,WP_014039277.1,HAH_RS01320,HAH_0276,762,255455,256216,+,protein_coding,cobalt-precorrin-7 (C(5))-methyltransferase
NC_015944.1,WP_044952826.1,HAH_RS18425,HAH_5230,411,255851,256261,+,protein_coding,EamA family transporter
NC_015943.1,WP_014030809.1,HAH_RS16365,HAH_4269,681,256081,256761,-,protein_coding,IS6 family transposase
NC_015948.1,WP_014039278.1,HAH_RS01325,HAH_0277,468,256233,256700,-,protein_coding,DUF2062 domain-containing protein
NC_015944.1,WP_014031218.1,HAH_RS18430,HAH_5231,381,256352,256732,+,protein_coding,Rid family detoxifying hydrolase
NC_015944.1,WP_011222717.1,HAH_RS18435,HAH_5232,270,256754,257023,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039279.1,HAH_RS01330,HAH_0278,774,256778,257551,-,protein_coding,cobalamin (vitamin B12) biosynthesis CbiX protein
NC_015943.1,WP_014030810.1,HAH_RS16370,HAH_4270,264,256935,257198,-,protein_coding,hypothetical protein
NC_015944.1,WP_044952830.1,HAH_RS18440,HAH_5233,1524,257202,258725,+,protein_coding,"NADH dehydrogenase"
NC_015943.1,WP_014030812.1,HAH_RS16375,HAH_4272,1080,257528,258607,+,protein_coding,hemolysin family protein
NC_015948.1,WP_014039280.1,HAH_RS01335,HAH_0279,489,257726,258214,+,protein_coding,cation:proton antiporter regulatory subunit
NC_015948.1,WP_014039281.1,HAH_RS01340,HAH_0280,1212,258253,259464,+,protein_coding,cation:proton antiporter
NC_015943.1,WP_023842924.1,HAH_RS16380,HAH_4273,855,258694,259548,-,protein_coding,coenzyme F420-0:L-glutamate ligase
NC_015944.1,WP_014031220.1,HAH_RS18445,HAH_5234,3312,258722,262033,+,protein_coding,formate dehydrogenase subunit alpha
NC_015948.1,WP_044951606.1,HAH_RS01345,HAH_0281,1041,259487,260527,-,protein_coding,zinc-binding dehydrogenase
NC_015943.1,WP_008308543.1,HAH_RS16385,HAH_4274,288,259736,260023,+,protein_coding,amphi-Trp domain-containing protein
NC_015943.1,WP_233425855.1,HAH_RS16390,HAH_4275,828,260139,260966,-,protein_coding,hypothetical protein
NC_015948.1,WP_004518274.1,HAH_RS01350,HAH_0282,195,261002,261196,+,protein_coding,DUF1427 family protein
NC_015943.1,WP_014030815.1,HAH_RS16395,HAH_4276,453,261029,261481,-,protein_coding,helix-turn-helix domain-containing protein
NC_015948.1,WP_014039283.1,HAH_RS01355,HAH_0283,720,261281,262000,-,protein_coding,hypothetical protein
NC_015943.1,WP_023842926.1,HAH_RS16400,HAH_4277,798,261570,262367,-,protein_coding,hypothetical protein
NC_015948.1,WP_023843085.1,HAH_RS01360,HAH_0284,3456,262004,265459,-,protein_coding,CehA/McbA family metallohydrolase
NC_015944.1,WP_014031221.1,HAH_RS18450,HAH_5235,732,262274,263005,-,protein_coding,creatininase family protein
NC_015944.1,WP_014031222.1,HAH_RS18455,HAH_5236,852,263210,264061,-,protein_coding,CPBP family glutamic-type intramembrane protease
NC_015943.1,WP_014030817.1,HAH_RS16405,HAH_4278,531,263349,263879,-,protein_coding,GNAT family N-acetyltransferase
NC_015943.1,WP_014030818.1,HAH_RS16410,HAH_4279,408,264213,264620,-,protein_coding,hypothetical protein
NC_015944.1,WP_044952832.1,HAH_RS18460,HAH_5237,1302,264623,265924,+,protein_coding,S8 family serine peptidase
NC_015943.1,WP_233425856.1,HAH_RS16415,HAH_4280,393,265093,265485,+,protein_coding,hypothetical protein
NC_015943.1,WP_014030820.1,HAH_RS16420,HAH_4281,732,265534,266265,-,protein_coding,hypothetical protein
NC_015948.1,WP_044951612.1,HAH_RS01365,HAH_0285,927,265802,266728,+,protein_coding,nucleoside hydrolase
NC_015944.1,WP_014031224.1,HAH_RS18465,HAH_5238,618,265988,266605,+,protein_coding,helix-turn-helix domain-containing protein
NC_015943.1,WP_144443774.1,HAH_RS16425,HAH_4282,759,266388,267146,-,protein_coding,PQQ-binding-like beta-propeller repeat protein
NC_015944.1,WP_233425878.1,HAH_RS18470,HAH_5239,1695,266793,268487,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039286.1,HAH_RS01370,HAH_0286,1689,267042,268730,+,protein_coding,5'-nucleotidase C-terminal domain-containing protein
NC_015943.1,WP_014030823.1,HAH_RS16430,HAH_4284,996,268015,269010,+,protein_coding,HNH endonuclease
NC_015944.1,WP_008312209.1,HAH_RS18475,HAH_5240,279,268836,269114,+,protein_coding,PRC-barrel domain-containing protein
NC_015948.1,WP_233425841.1,HAH_RS01375,HAH_0287,1158,269024,270181,-,protein_coding,iron transporter
NC_015943.1,WP_014030824.1,HAH_RS16435,HAH_4285,177,269097,269273,-,protein_coding,exodeoxyribonuclease VII small subunit
NC_015943.1,WP_014030825.1,HAH_RS16440,HAH_4286,1212,269270,270481,-,protein_coding,exodeoxyribonuclease VII large subunit
NC_015944.1,WP_023843008.1,HAH_RS18480,NA,180,269472,269651,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031226.1,HAH_RS18485,HAH_5241,495,269710,270204,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039288.1,HAH_RS01380,HAH_0288,1308,270269,271576,-,protein_coding,Tat pathway signal protein
NC_015944.1,WP_014031227.1,HAH_RS18490,HAH_5242,468,270333,270800,+,protein_coding,metal-dependent transcriptional regulator
NC_015943.1,WP_014030826.1,HAH_RS16445,HAH_4287,870,270729,271598,+,protein_coding,ParA family protein
NC_015944.1,WP_014031228.1,HAH_RS18495,HAH_5243,1065,271064,272128,+,protein_coding,DUF2249 domain-containing protein
NC_015943.1,WP_014030827.1,HAH_RS16450,HAH_4288,402,271599,272000,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039289.1,HAH_RS01385,HAH_0289,1176,271729,272904,-,protein_coding,mandelate racemase family protein
NC_015943.1,WP_014030828.1,HAH_RS16455,HAH_4289,636,272090,272725,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031229.1,HAH_RS18500,HAH_5244,711,272205,272915,+,protein_coding,iron-sulfur cluster repair di-iron protein
NC_015948.1,WP_014039290.1,HAH_RS01390,HAH_0290,861,273088,273948,-,protein_coding,MBL fold metallo-hydrolase
NC_015944.1,WP_225306823.1,HAH_RS19410,HAH_5245,255,273129,273383,+,protein_coding,hypothetical protein
NC_015944.1,WP_008312200.1,HAH_RS18505,HAH_5246,591,273457,274047,-,protein_coding,TetR family transcriptional regulator
NC_015948.1,WP_014039291.1,HAH_RS01395,HAH_0291,1083,273993,275075,-,protein_coding,D-xylose 1-dehydrogenase
NC_015943.1,WP_014030830.1,HAH_RS16465,HAH_4291,1935,274014,275948,-,protein_coding,ABC transporter ATP-binding protein/permease
NC_015944.1,WP_014031231.1,HAH_RS18510,HAH_5247,600,274226,274825,+,protein_coding,TetR/AcrR family transcriptional regulator
NC_015944.1,WP_014031232.1,HAH_RS18515,HAH_5248,1470,274825,276294,+,protein_coding,MATE family efflux transporter
NC_015948.1,WP_014039292.1,HAH_RS01400,HAH_0292,1446,275801,277246,-,protein_coding,aldehyde dehydrogenase family protein
NC_015943.1,WP_014030831.1,HAH_RS16470,HAH_4292,1854,276007,277860,-,protein_coding,IucA/IucC family siderophore biosynthesis protein
NC_015944.1,WP_014031233.1,HAH_RS18520,HAH_5249,669,276368,277036,+,protein_coding,class I SAM-dependent methyltransferase
NC_015944.1,WP_014031234.1,HAH_RS18525,HAH_5250,672,277048,277719,-,protein_coding,AIM24 family protein
NC_015944.1,WP_014031235.1,HAH_RS18530,HAH_5251,2514,277860,280373,-,protein_coding,polyphosphate kinase 1
NC_015948.1,WP_014039293.1,HAH_RS01405,HAH_0293,189,277981,278169,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030832.1,HAH_RS16475,HAH_4293,1350,278157,279506,+,protein_coding,glutamine synthetase family protein
NC_015948.1,WP_023843087.1,HAH_RS01410,HAH_0294,915,278559,279473,-,protein_coding,M48 family metalloprotease
NC_015943.1,WP_014030833.1,HAH_RS16480,HAH_4294,1392,279644,281035,+,protein_coding,diaminobutyrate--2-oxoglutarate transaminase family protein
NC_015948.1,WP_014039295.1,HAH_RS01415,HAH_0295,717,279735,280451,+,protein_coding,fumarylacetoacetate hydrolase family protein
NC_015944.1,WP_014031236.1,HAH_RS18535,HAH_5252,711,280378,281088,-,protein_coding,serine/threonine protein phosphatase
NC_015948.1,WP_014039296.1,HAH_RS01420,HAH_0296,1746,280561,282306,-,protein_coding,excinuclease ABC subunit C
NC_015943.1,WP_014030834.1,HAH_RS16485,HAH_4295,1824,281038,282861,+,protein_coding,iron transporter
NC_015944.1,WP_014031238.1,HAH_RS18540,HAH_5254,246,281757,282002,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031239.1,HAH_RS18545,HAH_5255,846,282109,282954,-,protein_coding,DUF726 domain-containing protein
NC_015948.1,WP_014039297.1,HAH_RS01425,HAH_0297,627,282340,282966,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030835.1,HAH_RS16490,HAH_4296,1203,282900,284102,+,protein_coding,ABC transporter substrate-binding protein
NC_015948.1,WP_023843088.1,HAH_RS01430,HAH_0298,537,283041,283577,+,protein_coding,zinc ribbon domain-containing protein
NC_015944.1,WP_014031240.1,HAH_RS18550,HAH_5256,603,283089,283691,+,protein_coding,class I SAM-dependent methyltransferase
NC_015944.1,WP_008312181.1,HAH_RS18555,HAH_5257,402,283795,284196,-,protein_coding,PIN domain-containing protein
NC_015948.1,WP_014039299.1,HAH_RS01435,HAH_0299,1104,283874,284977,+,protein_coding,alanine--glyoxylate aminotransferase family protein
NC_015943.1,WP_014030836.1,HAH_RS16495,HAH_4297,906,284187,285092,-,protein_coding,"NAD(P)/FAD-dependent oxidoreductase"
NC_015944.1,WP_014031241.1,HAH_RS18560,HAH_5258,267,284200,284466,-,protein_coding,hypothetical protein
NC_015944.1,WP_174878676.1,HAH_RS18565,HAH_5259,1707,284694,286400,-,protein_coding,cbb3-type cytochrome c oxidase subunit I
NC_015948.1,WP_008311299.1,HAH_RS01440,HAH_0301,270,285165,285434,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039302.1,HAH_RS01445,HAH_0302,1602,285622,287223,+,protein_coding,methyl-accepting chemotaxis protein
NC_015943.1,WP_014030837.1,HAH_RS16500,HAH_4298,849,286167,287015,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031243.1,HAH_RS18570,HAH_5260,372,286716,287087,+,protein_coding,cupin domain-containing protein
NC_015944.1,WP_014031244.1,HAH_RS18575,HAH_5261,924,287205,288128,-,protein_coding,LLM class oxidoreductase
NC_015948.1,WP_014039303.1,HAH_RS01450,HAH_0303,711,287216,287926,+,protein_coding,bacteriorhodopsin
NC_015943.1,WP_233425857.1,HAH_RS20200,HAH_4299,816,287503,288318,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039304.1,HAH_RS01455,HAH_0304,2085,288006,290090,+,protein_coding,"NAD-dependent DNA ligase LigA"
NC_015944.1,WP_014031245.1,HAH_RS18580,HAH_5262,747,288178,288924,-,protein_coding,SDR family oxidoreductase
NC_015943.1,WP_225306811.1,HAH_RS16510,HAH_4300,690,288389,289078,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031246.1,HAH_RS18585,HAH_5263,999,289011,290009,-,protein_coding,EamA family transporter
NC_015943.1,WP_014030840.1,HAH_RS16515,HAH_4301,474,289172,289645,+,protein_coding,hypothetical protein
NC_015943.1,WP_014030841.1,HAH_RS16520,HAH_4302,1029,289735,290763,-,protein_coding,hypothetical protein
NC_015944.1,WP_079891654.1,HAH_RS18590,HAH_5264,792,290156,290947,-,protein_coding,aldo/keto reductase
NC_015948.1,WP_014039305.1,HAH_RS01460,HAH_0305,1164,290236,291399,+,protein_coding,response regulator
NC_015943.1,WP_191449320.1,HAH_RS16525,HAH_4303,957,290928,291884,-,protein_coding,permease
NC_015944.1,WP_023843011.1,HAH_RS18595,HAH_5265,621,291104,291724,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039306.1,HAH_RS01465,HAH_0306,261,291519,291779,-,protein_coding,ABC transporter permease subunit
NC_015948.1,WP_014039307.1,HAH_RS01470,HAH_0307,978,291864,292841,-,protein_coding,ABC transporter permease
NC_015944.1,WP_014031249.1,HAH_RS20235,HAH_5266,231,291909,292139,+,protein_coding,hypothetical protein
NC_015943.1,WP_023842930.1,HAH_RS16530,NA,351,291983,292333,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031250.1,HAH_RS20240,HAH_5267,255,292238,292492,+,protein_coding,hypothetical protein
NC_015944.1,WP_008312162.1,HAH_RS18605,HAH_5268,825,292623,293447,+,protein_coding,M48 family metalloprotease
NC_015948.1,WP_014039308.1,HAH_RS01475,HAH_0308,936,292838,293773,-,protein_coding,ABC transporter ATP-binding protein
NC_015943.1,WP_008308456.1,HAH_RS16535,HAH_4305,390,292890,293279,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030845.1,HAH_RS16540,HAH_4306,582,293353,293934,-,protein_coding,VIT1/CCC1 transporter family protein
NC_015944.1,WP_044952883.1,HAH_RS18610,HAH_5269,1005,293647,294651,+,protein_coding,alcohol dehydrogenase
NC_015948.1,WP_008311289.1,HAH_RS01480,HAH_0309,276,293868,294143,-,protein_coding,hypothetical protein
NC_015943.1,WP_008308452.1,HAH_RS19640,HAH_4307,291,293941,294231,-,protein_coding,DUF211 domain-containing protein
NC_015948.1,WP_014039309.1,HAH_RS01485,HAH_0310,1332,294198,295529,-,protein_coding,right-handed parallel beta-helix repeat-containing protein
NC_015943.1,WP_014030846.1,HAH_RS16550,HAH_4308,885,294587,295471,+,protein_coding,universal stress protein
NC_015944.1,WP_014031252.1,HAH_RS18615,HAH_5270,1335,294776,296110,+,protein_coding,metallophosphoesterase
NC_015943.1,WP_014030847.1,HAH_RS16555,HAH_4309,615,295600,296214,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039310.1,HAH_RS01490,HAH_0311,2787,295765,298551,+,protein_coding,transglutaminaseTgpA domain-containing protein
NC_015944.1,WP_014031253.1,HAH_RS18620,HAH_5271,570,296326,296895,+,protein_coding,helix-turn-helix transcriptional regulator
NC_015944.1,WP_014031254.1,HAH_RS18625,HAH_5272,1755,296904,298658,+,protein_coding,Nramp family divalent metal transporter
NC_015943.1,WP_014030850.1,HAH_RS16570,HAH_4312,1434,298404,299837,-,protein_coding,dihydrolipoyl dehydrogenase
NC_015948.1,WP_014039311.1,HAH_RS01495,HAH_0312,600,298551,299150,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031255.1,HAH_RS18630,HAH_5273,438,298655,299092,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031256.1,HAH_RS18635,HAH_5274,3045,299128,302172,-,protein_coding,FAD-binding oxidoreductase
NC_015948.1,WP_023843092.1,HAH_RS01500,HAH_0313,1437,299153,300589,+,protein_coding,DUF58 domain-containing protein
NC_015943.1,WP_014030851.1,HAH_RS16575,HAH_4313,1533,299837,301369,-,protein_coding,2-oxo acid dehydrogenase subunit E2
NC_015948.1,WP_014039313.1,HAH_RS01505,HAH_0314,1614,300592,302205,+,protein_coding,hypothetical protein
NC_015943.1,WP_014030852.1,HAH_RS16580,HAH_4314,1017,301371,302387,-,protein_coding,alpha-ketoacid dehydrogenase subunit beta
NC_015944.1,WP_014031257.1,HAH_RS18640,HAH_5275,1779,302200,303978,-,protein_coding,L-lactate permease
NC_015948.1,WP_014039314.1,HAH_RS01510,HAH_0315,396,302250,302645,+,protein_coding,hypothetical protein
NC_015943.1,WP_044952590.1,HAH_RS16585,HAH_4315,1149,302384,303532,-,protein_coding,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
NC_015948.1,WP_014039315.1,HAH_RS01515,HAH_0316,333,302742,303074,-,protein_coding,SMR family transporter
NC_015948.1,WP_044951617.1,HAH_RS01520,HAH_0317,786,303269,304054,+,protein_coding,TrmB family transcriptional regulator
NC_015948.1,WP_014039317.1,HAH_RS01525,HAH_0318,960,304082,305041,-,protein_coding,MoxR family ATPase
